drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
CHEMBL1359,chembl_approved,JUZNIMUFDBIJCM-ANEDZVCMSA-N,0.3292683064937591,CHEMBL2026,0.3292683064937591,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL1360,chembl_approved,YXSLJKQTIDHPOT-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4193548262119293,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1364144,chembl_approved,PLBHSZGDDKCEHR-LFYFAGGJSA-N,1.0,CHEMBL2026,0.4567901194095611,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1364551,chembl_approved,GNUCGROXDZMCJI-UHFFFAOYSA-N,0.9767441749572754,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1368,chembl_approved,AJPJDKMHJJGVTQ-UHFFFAOYSA-M,0.4166666567325592,CHEMBL247,0.3571428656578064,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL1370,chembl_approved,VOVIALXJUBGFJZ-KWVAZRHASA-N,1.0,CHEMBL2026,0.5753424763679504,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1370561,chembl_approved,FQPFAHBPWDRTLU-UHFFFAOYSA-N,0.4000000059604645,CHEMBL2026,0.3695652186870575,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL14,chembl_approved,AIXAANGOTKPUOY-UHFFFAOYSA-N,0.9523809552192688,CHEMBL2026,0.6399999856948853,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1402684,chembl_approved,PHPUXYRXPHEJDF-UHFFFAOYSA-N,0.6153846383094788,CHEMBL2026,0.3958333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1404,chembl_approved,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4029850661754608,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL141305,chembl_approved,GVOUFPWUYJWQSK-UHFFFAOYSA-N,0.4000000059604645,CHEMBL2026,0.3272727131843567,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1418176,chembl_approved,XWALNWXLMVGSFR-HLXURNFRSA-N,0.6521739363670349,CHEMBL2026,0.6000000238418579,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL142635,chembl_approved,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.40625,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1434,chembl_approved,DYKFCLLONBREIL-KVUCHLLUSA-N,1.0,CHEMBL2026,0.3827160596847534,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1434513,chembl_approved,LNBCGLZYLJMGKP-JZGIKJSDSA-N,0.5263158082962036,CHEMBL4523582,0.4250000119209289,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1439,chembl_approved,RFMIKMMOLPNEDG-QVUDESDKSA-M,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1440,chembl_approved,OFVLGDICTFRJMM-WESIUVDSSA-N,0.7083333134651184,CHEMBL2026,0.5633803009986877,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1441059,chembl_approved,BNPSSFBOAGDEEL-UHFFFAOYSA-N,0.8684210777282715,CHEMBL2026,0.3962264060974121,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1446,chembl_approved,OOYGSFOGFJDDHP-KMCOLRRFSA-N,0.8863636255264282,CHEMBL2026,0.3673469424247741,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1446650,chembl_approved,PLGQWYOULXPJRE-UHFFFAOYSA-N,0.4107142984867096,CHEMBL2026,0.4107142984867096,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1464,chembl_approved,PJVWKTKQMONHTI-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1465,chembl_approved,DQDAYGNAKTZFIW-UHFFFAOYSA-N,1.0,CHEMBL243,1.0,viral,Human immunodeficiency virus type 1 protease,0.8,above,above(>=0.5)
CHEMBL1474963,chembl_approved,RFRXIWQYSOIBDI-UHFFFAOYSA-N,0.4000000059604645,CHEMBL2026,0.3913043439388275,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1480,chembl_approved,RZTAMFZIAATZDJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1480987,chembl_approved,WZHCOOQXZCIUNC-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3818181753158569,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1482,chembl_approved,NZUPCNDJBJXXRF-UHFFFAOYSA-O,1.0,CHEMBL2026,0.3714285790920257,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1486,chembl_approved,VCMJCVGFSROFHV-WZGZYPNHSA-N,0.4507042169570923,CHEMBL2026,0.3012048304080963,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1491,chembl_approved,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.0,CHEMBL2026,0.359375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1511957,chembl_approved,RBGWCEWDAHDPEH-UHFFFAOYSA-N,0.9756097793579102,CHEMBL2026,0.4107142984867096,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1516474,chembl_approved,CPDDZSSEAVLMRY-FEQFWAPWSA-N,0.4333333373069763,CHEMBL2026,0.3972602784633636,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1517,chembl_approved,IWVCMVBTMGNXQD-PXOLEDIWSA-N,1.0,CHEMBL2026,0.7903226017951965,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL152684,chembl_approved,YWQGBCXVCXMSLJ-UHFFFAOYSA-N,0.6341463327407837,CHEMBL2026,0.6341463327407837,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1528134,chembl_approved,HNNIWKQLJSNAEQ-UHFFFAOYSA-N,0.3461538553237915,CHEMBL1849,0.3333333432674408,bacterial,Enoyl-[acyl-carrier-protein] reductase [NADH],0.38,below,deep(<0.35)
CHEMBL1528839,chembl_approved,YSUCWSWKRIOILX-UHFFFAOYSA-N,0.9655172228813172,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1531864,chembl_approved,FFNMBRCFFADNAO-UHFFFAOYSA-N,0.5857142806053162,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1532,chembl_approved,AGMMTXLNIQSRCG-UHFFFAOYSA-N,0.4561403393745422,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1546,chembl_approved,GIKNHHRFLCDOEU-UHFFFAOYSA-N,1.0,CHEMBL2026,0.53125,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1549,chembl_approved,DLVOSEUFIRPIRM-KAQKJVHQSA-N,0.8088235259056091,CHEMBL2026,0.8088235259056091,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1557,chembl_approved,CTENFNNZBMHDDG-UHFFFAOYSA-N,0.6153846383094788,CHEMBL4523582,0.4444444477558136,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1558,chembl_approved,WFXFYZULCQKPIP-UHFFFAOYSA-N,0.578125,CHEMBL2026,0.3529411852359772,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1560089,chembl_approved,GEPMAHVDJHFBJI-UHFFFAOYSA-N,0.4473684132099151,CHEMBL2026,0.4473684132099151,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1563,chembl_approved,GUGHGUXZJWAIAS-QQYBVWGSSA-N,0.8169013857841492,CHEMBL4523582,0.6464646458625793,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
CHEMBL15677,chembl_approved,IDKAXRLETRCXKS-UHFFFAOYSA-N,0.4210526347160339,CHEMBL2026,0.3454545438289642,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1568276,chembl_approved,OCXSDHJRMYFTMA-KMFBOIRUSA-M,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1570,chembl_approved,NEDPPCHNEOMTJV-UHFFFAOYSA-N,0.3571428656578064,CHEMBL1926,0.3548386991024017,fungal,Dihydrofolate reductase,0.38,below,mid(0.35-0.45)
CHEMBL1571,chembl_approved,BPEWUONYVDABNZ-DZBHQSCQSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1574,chembl_approved,DHHVAGZRUROJKS-UHFFFAOYSA-N,1.0,CHEMBL4523582,0.4347825944423675,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1577,chembl_approved,CESYKOGBSMNBPD-UHFFFAOYSA-N,0.4905660450458526,CHEMBL2026,0.4426229596138,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1578,chembl_approved,QSFKGMJOKUZAJM-CNKDKAJDSA-M,0.9696969985961914,CHEMBL2026,0.4528301954269409,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1583,chembl_approved,PFOLLRNADZZWEX-FFGRCDKISA-N,1.0,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1587,chembl_approved,CYLWJCABXYDINA-UHFFFAOYSA-N,0.447761207818985,CHEMBL2026,0.447761207818985,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL15870,chembl_approved,RJMIEHBSYVWVIN-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4399999976158142,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1588,chembl_approved,MYVIATVLJGTBFV-UHFFFAOYSA-M,0.976190447807312,CHEMBL2026,0.976190447807312,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1591,chembl_approved,FMTDIUIBLCQGJB-SEYHBJAFSA-N,1.0,CHEMBL2026,0.395061731338501,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1593558,chembl_approved,CAYGYVYWRIHZCQ-UHFFFAOYSA-N,0.8387096524238586,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1593719,chembl_approved,AVKHCKXGKPAGEI-UHFFFAOYSA-N,0.5925925970077515,CHEMBL2026,0.3636363744735718,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1596,chembl_approved,JIRBAUWICKGBFE-MNRDOXJOSA-N,0.5492957830429077,CHEMBL2026,0.4523809552192688,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL160,chembl_approved,PMATZTZNYRCHOR-CGLBZJNRSA-N,1.0,CHEMBL247,0.9024389982223512,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.8,above,above(>=0.5)
CHEMBL1607480,chembl_approved,UBDNTYUBJLXUNN-IFLJXUKPSA-N,0.9824561476707458,CHEMBL2026,0.7777777910232544,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1615371,chembl_approved,VWBBRFHSPXRJQD-QNTKWALQSA-L,0.625,CHEMBL1809,0.4418604671955108,bacterial,Dihydrofolate reductase,0.38,above,above(>=0.5)
CHEMBL1615439,chembl_approved,MFOCDFTXLCYLKU-CMPLNLGQSA-N,0.4285714328289032,CHEMBL2026,0.324999988079071,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1618,chembl_approved,ICZOIXFFVKYXOM-YCLOEFEOSA-M,0.7922077775001526,CHEMBL2026,0.4021739065647125,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1618018,chembl_approved,ZTVIKZXZYLEVOL-MCOXGKPRSA-N,1.0,CHEMBL2026,0.6976743936538696,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL162036,chembl_approved,FEJKLNWAOXSSNR-UHFFFAOYSA-N,0.4523809552192688,CHEMBL2026,0.3859649002552032,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1621597,chembl_approved,OEXHQOGQTVQTAT-BHIXFJMTSA-N,1.0,CHEMBL2026,0.7200000286102295,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1623992,chembl_approved,KTHVBAZBLKXIHZ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4181818068027496,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1624126,chembl_approved,DSFGXPJYDCSWTA-UHFFFAOYSA-N,0.5833333134651184,CHEMBL2026,0.5833333134651184,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1628227,chembl_approved,ODQWQRRAPPTVAG-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1628385,chembl_approved,WHRVRSCEWKLAHX-LQDWTQKMSA-N,0.6515151262283325,CHEMBL2026,0.3626373708248138,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1628504,chembl_approved,KZVVGZKAVZUACK-BJILWQEISA-N,0.7254902124404907,CHEMBL247,0.7254902124404907,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.8,above,above(>=0.5)
CHEMBL1632,chembl_approved,VUFGUVLLDPOSBC-XRZFDKQNSA-M,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1637,chembl_approved,OKKDEIYWILRZIA-OSZBKLCCSA-N,0.7083333134651184,CHEMBL247,0.7083333134651184,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.8,above,above(>=0.5)
CHEMBL1641,chembl_approved,BGSOJVFOEQLVMH-VWUMJDOOSA-N,0.7777777910232544,CHEMBL2026,0.720588207244873,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1654,chembl_approved,DRFDPXKCEWYIAW-UHFFFAOYSA-M,0.4130434691905975,CHEMBL2026,0.3214285671710968,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1672,chembl_approved,WYUSVOMTXWRGEK-HBWVYFAYSA-N,1.0,CHEMBL2026,0.4444444477558136,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1676,chembl_approved,XTULMSXFIHGYFS-VLSRWLAYSA-N,0.5274725556373596,CHEMBL2026,0.5274725556373596,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1677,chembl_approved,ZUFVXZVXEJHHBN-UHFFFAOYSA-N,0.9333333373069764,CHEMBL2026,0.3207547068595886,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1678,chembl_approved,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,0.9791666865348816,CHEMBL2026,0.3614457845687866,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1679,chembl_approved,VVIAGPKUTFNRDU-ABLWVSNPSA-N,1.0,CHEMBL1809,0.5897436141967773,bacterial,Dihydrofolate reductase,0.75,above,above(>=0.5)
CHEMBL1680,chembl_approved,DEQANNDTNATYII-OULOTJBUSA-N,1.0,CHEMBL4523582,0.338345855474472,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL1684,chembl_approved,HDWIHXWEUNVBIY-UHFFFAOYSA-N,0.4444444477558136,CHEMBL2026,0.4242424368858337,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1689772,chembl_approved,JEECQCWWSTZDCK-IQZGDKDPSA-N,1.0,CHEMBL2026,0.3020833432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1697686,chembl_approved,TZWKUQDQKPYNLL-UHFFFAOYSA-N,0.4666666686534881,CHEMBL2026,0.4651162922382355,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL1697708,chembl_approved,GTGQRSIMEUWHPA-ZBJAFUORSA-M,0.7464788556098938,CHEMBL2026,0.7464788556098938,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL1697717,chembl_approved,BQENDLAVTKRQMS-SBBGFIFASA-L,0.7746478915214539,CHEMBL2366517,0.3882353007793426,viral,Protease,0.38,above,above(>=0.5)
CHEMBL1697856,chembl_approved,LIAWQASKBFCRNR-UHFFFAOYSA-N,0.6111111044883728,CHEMBL2026,0.4074074029922485,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1707007,chembl_approved,QKPLRMLTKYXDST-NSEZLWDYSA-N,0.6521739363670349,CHEMBL2026,0.6521739363670349,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1718,chembl_approved,RGPDIGOSVORSAK-STHHAXOLSA-N,1.0,CHEMBL2026,0.6000000238418579,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1723,chembl_approved,YTNKWDJILNVLGX-UHFFFAOYSA-N,0.5,CHEMBL2026,0.3052631616592407,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
CHEMBL1723241,chembl_approved,IHCDKJZZFOUARO-UHFFFAOYSA-M,0.4333333373069763,CHEMBL1926,0.4333333373069763,fungal,Dihydrofolate reductase,0.38,below,mid(0.35-0.45)
CHEMBL1725,chembl_approved,DGAIEPBNLOQYER-UHFFFAOYSA-N,0.5,CHEMBL2026,0.3378378450870514,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
CHEMBL1731,chembl_approved,YPBATNHYBCGSSN-VWPFQQQWSA-N,0.6351351141929626,CHEMBL2026,0.6351351141929626,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1735,chembl_approved,NUBQKPWHXMGDLP-BDEHJDMKSA-N,0.9506173133850098,CHEMBL2366517,0.9506173133850098,viral,Protease,0.8,above,above(>=0.5)
CHEMBL1746,chembl_approved,VPZRWNZGLKXFOE-UHFFFAOYSA-M,0.6666666865348816,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1752,chembl_approved,KSCFJBIXMNOVSH-UHFFFAOYSA-N,0.699999988079071,CHEMBL2026,0.699999988079071,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1760,chembl_approved,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.0,CHEMBL2026,0.5121951103210449,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1762,chembl_approved,BUJAGSGYPOAWEI-UHFFFAOYSA-N,0.4473684132099151,CHEMBL2026,0.4473684132099151,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL1767408,chembl_approved,OWTGMPPCCUSXIP-FNXFGIETSA-J,1.0,CHEMBL2425,0.4918032884597778,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.62,above,above(>=0.5)
CHEMBL1768,chembl_approved,XXRMYXBSBOVVBH-UHFFFAOYSA-N,0.95652174949646,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1788385,chembl_approved,JMOVFFLYGIQXMM-UHFFFAOYSA-N,0.3846153914928436,CHEMBL4523582,0.3846153914928436,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
CHEMBL1801800,chembl_approved,YALKQBRWLMDVSA-UHFFFAOYSA-N,0.5277777910232544,CHEMBL2026,0.5277777910232544,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL186,chembl_approved,HVFLCNVBZFFHBT-ZKDACBOMSA-N,0.7435897588729858,CHEMBL2026,0.3932584226131439,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1889140,chembl_approved,NDNSIBYYUOEUSV-RSAXXLAASA-N,0.8409090638160706,CHEMBL2026,0.3799999952316284,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL188952,chembl_approved,PIDSZXPFGCURGN-UHFFFAOYSA-N,0.4250000119209289,CHEMBL2026,0.3469387888908386,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL190461,chembl_approved,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,1.0,CHEMBL243,0.3269230723381042,viral,Human immunodeficiency virus type 1 protease,0.38,above,above(>=0.5)
CHEMBL1905872,chembl_approved,APSBXTVYXVQYAB-UHFFFAOYSA-M,0.3962264060974121,CHEMBL247,0.3088235259056091,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,below,mid(0.35-0.45)
CHEMBL1908315,chembl_approved,KYBOHGVERHWSSV-VNIVIJDLSA-N,0.47826087474823,CHEMBL2026,0.3291139304637909,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL1908359,chembl_approved,BFDWBSRJQZPEEB-UHFFFAOYSA-L,0.3000000119209289,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL1908361,chembl_approved,KVUAALJSMIVURS-QNTKWALQSA-L,0.7837837934494019,CHEMBL1809,0.4482758641242981,bacterial,Dihydrofolate reductase,0.38,above,above(>=0.5)
CHEMBL1909282,chembl_approved,APBSKHYXXKHJFK-UHFFFAOYSA-N,0.675000011920929,CHEMBL2026,0.675000011920929,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL1909286,chembl_approved,QNEXFJFTGQBXBJ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.410256415605545,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL1909288,chembl_approved,JPGUEMQIAGJQSJ-UHFFFAOYSA-N,0.3617021143436432,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL19299,chembl_approved,YMBXTVYHTMGZDW-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL19393,chembl_approved,KWTSXDURSIMDCE-MRVPVSSYSA-N,1.0,CHEMBL4523582,0.5,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
CHEMBL1998966,chembl_approved,XUDSQIDNHJMBBW-FOWTUZBSSA-N,0.3606557250022888,CHEMBL2026,0.3492063581943512,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL201960,chembl_approved,SWUVZKWCOBGPTH-UHFFFAOYSA-N,0.6363636255264282,CHEMBL1849,0.3529411852359772,bacterial,Enoyl-[acyl-carrier-protein] reductase [NADH],0.38,above,above(>=0.5)
CHEMBL2021430,chembl_approved,PLCQGRYPOISRTQ-FCJDYXGNSA-L,0.5890411138534546,CHEMBL2026,0.4705882370471954,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
CHEMBL2030434,chembl_approved,ZCXUVYAZINUVJD-GLCXRVCCSA-N,0.6818181872367859,CHEMBL2026,0.6818181872367859,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2068723,chembl_approved,PPUUBZDQNSSJDN-UHFFFAOYSA-L,0.4912280738353729,CHEMBL2026,0.4912280738353729,bacterial,Beta-lactamase,0.62,below,edge(0.45-0.5)
CHEMBL2068864,chembl_approved,ZCXUVYAZINUVJD-IVMDWMLBSA-N,0.6818181872367859,CHEMBL2026,0.6818181872367859,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2068884,chembl_approved,MSXHSNHNTORCAW-GGLLEASOSA-M,0.3703703582286834,CHEMBL2026,0.3214285671710968,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL207538,chembl_approved,AURFZBICLPNKBZ-SYBPFIFISA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
CHEMBL2095207,chembl_approved,SGMZJAMFUVOLNK-ULWFUOSBSA-M,0.4117647111415863,CHEMBL2026,0.375,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL2095211,chembl_approved,ITIHHRMYZPNGRC-QRPNPIFTSA-N,0.9666666388511658,CHEMBL4523582,0.3404255211353302,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
CHEMBL2096646,chembl_approved,GMUQJDAYXZXBOT-UHFFFAOYSA-M,0.5,CHEMBL2026,0.5,bacterial,Beta-lactamase,0.75,above,edge(0.45-0.5)
CHEMBL2103736,chembl_approved,LZPBLUATTGKZBH-UHFFFAOYSA-L,0.7222222089767456,CHEMBL2026,0.3265306055545807,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2103741,chembl_approved,ANMYAHDLKVNJJO-LTCKWSDVSA-M,0.7441860437393188,CHEMBL2026,0.3137255012989044,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2103872,chembl_approved,JHFNIHVVXRKLEF-DCZLAGFPSA-N,0.4684684574604034,CHEMBL2026,0.3063063025474548,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
CHEMBL2103929,chembl_approved,AHEVKYYGXVEWNO-UEPZRUIBSA-N,1.0,CHEMBL2026,0.3894736766815185,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2104095,chembl_approved,UDKCHVLMFQVBAA-UHFFFAOYSA-M,0.4117647111415863,CHEMBL2026,0.3499999940395355,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL2104445,chembl_approved,IRGJVQIJENCTQF-UHFFFAOYSA-N,0.6376811861991882,CHEMBL2026,0.472972959280014,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
CHEMBL2104537,chembl_approved,YOKPRDAUBGOISU-UHFFFAOYSA-N,0.3285714387893677,CHEMBL2026,0.3285714387893677,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
CHEMBL2104594,chembl_approved,OKRXSXDSNLJCRS-NLOQLBMISA-L,0.6888889074325562,CHEMBL2026,0.6888889074325562,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2104793,chembl_approved,MWRACNBZNVAJHE-UHFFFAOYSA-N,0.6222222447395325,CHEMBL1849,0.3461538553237915,bacterial,Enoyl-[acyl-carrier-protein] reductase [NADH],0.38,above,above(>=0.5)
CHEMBL2104910,chembl_approved,XRVJPLDTMUSSDE-UHFFFAOYSA-N,0.5277777910232544,CHEMBL2026,0.5277777910232544,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2104941,chembl_approved,AFJSFHAKSSWOKG-UHFFFAOYSA-N,0.978723406791687,CHEMBL2026,0.4545454680919647,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
CHEMBL2105248,chembl_approved,KYKNRZGSIGMXFH-ZVGUSBNCSA-M,0.6666666865348816,CHEMBL2026,0.6666666865348816,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
CHEMBL2105345,chembl_approved,KEJXLQUPYHWCNM-UHFFFAOYSA-N,0.3833333253860473,CHEMBL2026,0.3269230723381042,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
CHEMBL2105566,chembl_approved,IQUFSXIQAFPIMR-UHFFFAOYSA-N,0.5714285969734192,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
