drug_id,source,inchikey,nn_analog,target_chembl_id,sim_score,org_class,target_name,calibrated,wall,depth
peretinoin,broad_hub,UUBHZHZSIKRVIV-KCXSXWJSSA-N,0.6285714507102966,CHEMBL2366517,0.3518518507480621,viral,Protease,0.38,above,above(>=0.5)
perillyl-alcohol,broad_hub,NDTYTMIUWGWIMO-SNVBAGLBSA-N,1.0,CHEMBL247,0.3191489279270172,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.38,above,above(>=0.5)
perindopril,broad_hub,IPVQLZZIHOAWMC-QXKUPLGCSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
perindoprilat,broad_hub,ODAIHABQVKJNIY-PEDHHIEDSA-N,1.0,CHEMBL2026,0.8039215803146362,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
peruvoside,broad_hub,PMTSPAGBAFCORP-BZEWZVDJSA-N,0.512499988079071,CHEMBL2026,0.3600000143051147,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenacaine,broad_hub,QXDAEKSDNVPFJG-UHFFFAOYSA-N,0.6000000238418579,CHEMBL2026,0.3703703582286834,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenacetin,broad_hub,CPJSUEIXXCENMM-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4583333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenazopyridine,broad_hub,QPFYXYFORQJZEC-FOCLMDBBSA-N,1.0,CHEMBL2026,0.3000000119209289,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenelzine,broad_hub,RMUCZJUITONUFY-UHFFFAOYSA-N,0.5833333134651184,CHEMBL2026,0.5384615659713745,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
phenethicillin,broad_hub,NONJJLVGHLVQQM-ADGXKJENSA-N,0.8301886916160583,CHEMBL2026,0.465753436088562,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
phenethyl-isothiocyanate,broad_hub,IZJDOKYDEWTZSO-UHFFFAOYSA-N,1.0,CHEMBL2026,0.34375,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenformin,broad_hub,ICFJFFQQTFMIBG-UHFFFAOYSA-N,0.5833333134651184,CHEMBL2026,0.3888888955116272,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenindione,broad_hub,NFBAXHOPROOJAW-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4333333373069763,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenolphthalein,broad_hub,KJFMBFZCATUALV-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3181818127632141,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenothiazine,broad_hub,WJFKNYWRSNBZNX-UHFFFAOYSA-N,0.4166666567325592,CHEMBL4523582,0.3214285671710968,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
phenoxybenzamine,broad_hub,QZVCTJOXCFMACW-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3617021143436432,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenprocoumon,broad_hub,DQDAYGNAKTZFIW-ZDUSSCGKSA-N,1.0,CHEMBL243,1.0,viral,Human immunodeficiency virus type 1 protease,0.8,above,above(>=0.5)
phensuximide,broad_hub,WLWFNJKHKGIJNW-SECBINFHSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
phenyl-salicylate,broad_hub,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,0.6363636255264282,CHEMBL2026,0.4545454680919647,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenylacetylglutamine,broad_hub,JFLIEFSWGNOPJJ-JTQLQIEISA-N,0.4594594538211822,CHEMBL2026,0.4285714328289032,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
phenylbutazone,broad_hub,VYMDGNCVAMGZFE-UHFFFAOYSA-N,0.8235294222831726,CHEMBL2026,0.3725490272045135,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
phenylbutyrate,broad_hub,OBKXEAXTFZPCHS-UHFFFAOYSA-N,1.0,CHEMBL2026,0.6206896305084229,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
phenylethyl-alcohol,broad_hub,WRMNZCZEMHIOCP-UHFFFAOYSA-N,0.5714285969734192,CHEMBL4523582,0.5714285969734192,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
phenylmercuric-acetate,broad_hub,XEBWQGVWTUSTLN-UHFFFAOYSA-M,0.3793103396892547,CHEMBL2026,0.3636363744735718,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
phenylmethylsulfonyl-fluoride,broad_hub,YBYRMVIVWMBXKQ-UHFFFAOYSA-N,0.3846153914928436,CHEMBL4523582,0.375,viral,Replicase polyprotein 1ab,0.38,below,mid(0.35-0.45)
phenylpiracetam,broad_hub,LYONXVJRBWWGQO-SNVBAGLBSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
phloretin,broad_hub,VGEREEWJJVICBM-UHFFFAOYSA-N,0.774193525314331,CHEMBL4523582,0.4193548262119293,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
phlorizin,broad_hub,IOUVKUPGCMBWBT-QNDFHXLGSA-N,1.0,CHEMBL6135,0.4285714328289032,viral,Neuraminidase,0.38,above,above(>=0.5)
phosphatidylcholine,broad_hub,JLPULHDHAOZNQI-ZTIMHPMXSA-O,0.6792452931404114,CHEMBL2026,0.6610169410705566,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
phthalylsulfacetamide,broad_hub,SNWQKAWITMVCQW-UHFFFAOYSA-N,0.6000000238418579,CHEMBL2026,0.5945945978164673,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
phthalylsulfathiazole,broad_hub,PBMSWVPMRUJMPE-UHFFFAOYSA-N,1.0,CHEMBL1075207,0.5306122303009033,bacterial,Transcriptional activator protein LasR,0.75,above,above(>=0.5)
phytonadione,broad_hub,MBWXNTAXLNYFJB-NKFFZRIASA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
piboserod,broad_hub,KVCSJPATKXABRQ-UHFFFAOYSA-N,1.0,CHEMBL2026,0.324999988079071,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piceatannol,broad_hub,CDRPUGZCRXZLFL-OWOJBTEDSA-N,1.0,CHEMBL3471,0.5161290168762207,viral,Human immunodeficiency virus type 1 integrase,0.75,above,above(>=0.5)
piclamilast,broad_hub,RRRUXBQSQLKHEL-UHFFFAOYSA-N,0.5087719559669495,CHEMBL2026,0.4027777910232544,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
picolamine,broad_hub,HDOUGSFASVGDCS-UHFFFAOYSA-N,0.47826087474823,CHEMBL4523582,0.47826087474823,viral,Replicase polyprotein 1ab,0.62,below,edge(0.45-0.5)
picolinic-acid,broad_hub,SIOXPEMLGUPBBT-UHFFFAOYSA-N,0.6399999856948853,CHEMBL2026,0.6399999856948853,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
piconol,broad_hub,SHNUBALDGXWUJI-UHFFFAOYSA-N,0.4347825944423675,CHEMBL2026,0.3793103396892547,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
picotamide,broad_hub,KYWCWBXGRWWINE-UHFFFAOYSA-N,1.0,CHEMBL2026,0.6734693646430969,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
picrotin,broad_hub,RYEFFICCPKWYML-XSVQNFTRSA-N,0.8269230723381042,CHEMBL2026,0.6538461446762085,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
picrotoxinin,broad_hub,PIMZUZSSNYHVCU-KBLUICEQSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
pifithrin-cyclic,broad_hub,IMUKUMUNZJILCG-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3541666567325592,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pikamilone,broad_hub,NAJVRARAUNYNDX-UHFFFAOYSA-N,0.6216216087341309,CHEMBL2026,0.6052631735801697,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
piketoprofen,broad_hub,ASFKKFRSMGBFRO-MRXNPFEDSA-N,0.54347825050354,CHEMBL2026,0.3191489279270172,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pilocarpine,broad_hub,QCHFTSOMWOSFHM-WPRPVWTQSA-N,1.0,CHEMBL3471,0.3333333432674408,viral,Human immunodeficiency virus type 1 integrase,0.38,above,above(>=0.5)
pilsicainide,broad_hub,BCQTVJKBTWGHCX-UHFFFAOYSA-N,0.4444444477558136,CHEMBL2026,0.4444444477558136,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pimecrolimus,broad_hub,KASDHRXLYQOAKZ-XDSKOBMDSA-N,1.0,CHEMBL2026,0.8999999761581421,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
pimonidazole,broad_hub,WVWOOAYQYLJEFD-JTQLQIEISA-N,0.4230769276618957,CHEMBL2026,0.3928571343421936,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pincainide,broad_hub,RJOUHGWLHPOQSA-UHFFFAOYSA-N,0.5283018946647644,CHEMBL2026,0.4878048896789551,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
pinitol,broad_hub,DSCFFEYYQKSRSV-KLJZZCKASA-N,0.3333333432674408,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
pipecuronium,broad_hub,OWWLUIWOFHMHOQ-XGHATYIMSA-N,0.5909090638160706,CHEMBL2026,0.469696968793869,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
pipemidic-acid,broad_hub,JOHZPMXAZQZXHR-UHFFFAOYSA-N,0.5185185074806213,CHEMBL2026,0.3442623019218445,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piperacillin,broad_hub,IVBHGBMCVLDMKU-GXNBUGAJSA-N,0.6666666865348816,CHEMBL2026,0.6666666865348816,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
piperidolate,broad_hub,KTHVBAZBLKXIHZ-IBGZPJMESA-N,1.0,CHEMBL2026,0.4181818068027496,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piperine,broad_hub,MXXWOMGUGJBKIW-YPCIICBESA-N,1.0,CHEMBL2026,0.4583333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piperonyl-butoxide,broad_hub,FIPWRIJSWJWJAI-UHFFFAOYSA-N,1.0,CHEMBL243,0.3111111223697662,viral,Human immunodeficiency virus type 1 protease,0.38,above,above(>=0.5)
piracetam,broad_hub,GMZVRMREEHBGGF-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
pirarubicin,broad_hub,KMSKQZKKOZQFFG-YXRRJAAWSA-N,1.0,CHEMBL4523582,0.5585585832595825,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
pirenzepine,broad_hub,RMHMFHUVIITRHF-UHFFFAOYSA-N,0.5942028760910034,CHEMBL2026,0.338709682226181,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piribedil,broad_hub,OQDPVLVUJFGPGQ-UHFFFAOYSA-N,0.4821428656578064,CHEMBL2026,0.4642857015132904,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
pirodavir,broad_hub,KCHIOGFOPPOUJC-UHFFFAOYSA-N,0.3653846085071563,CHEMBL2026,0.3035714328289032,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
piromidic-acid,broad_hub,RCIMBBZXSXFZBV-UHFFFAOYSA-N,0.5490196347236633,CHEMBL2026,0.3620689511299133,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
piroxicam,broad_hub,QYSPLQLAKJAUJT-UHFFFAOYSA-N,0.692307710647583,CHEMBL2026,0.6545454263687134,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
piroximone,broad_hub,OQGWJZOWLHWFME-UHFFFAOYSA-N,0.4318181872367859,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pirozadil,broad_hub,DIIBXMIIOQXTHW-UHFFFAOYSA-N,0.5,CHEMBL2026,0.4255319237709045,bacterial,Beta-lactamase,0.38,above,edge(0.45-0.5)
pirquinozol,broad_hub,XLUKOGNIEDDIMV-UHFFFAOYSA-N,0.4000000059604645,CHEMBL2026,0.3050847351551056,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pivagabine,broad_hub,SRPNQDXRVRCTNK-UHFFFAOYSA-N,0.3846153914928436,CHEMBL2026,0.3783783912658691,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pivampicillin,broad_hub,ZEMIJUDPLILVNQ-ZXFNITATSA-N,1.0,CHEMBL2026,0.4390243887901306,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
plovamer-acetate,broad_hub,OUYCCCASQSFEME-QMMMGPOBSA-N,0.7037037014961243,CHEMBL2026,0.625,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
plurisin-1,broad_hub,HUDWXDLBWRHCKO-UHFFFAOYSA-N,0.75,CHEMBL2026,0.5454545617103577,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
pocapavir,broad_hub,XXMDDBVNWRWNCW-UHFFFAOYSA-N,0.4137931168079376,CHEMBL2026,0.3400000035762787,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
polidocanol,broad_hub,ONJQDTZCDSESIW-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
polydatin,broad_hub,HSTZMXCBWJGKHG-CUYWLFDKSA-N,1.0,CHEMBL6135,0.5,viral,Neuraminidase,0.75,above,above(>=0.5)
polyinosine,broad_hub,GRSZFWQUAKGDAV-SQQSDITASA-N,0.5147058963775635,CHEMBL2425,0.5081967115402222,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.75,above,above(>=0.5)
polymyxin-B-sulfate,broad_hub,WQVJHHACXVLGBL-NPZCUVBMSA-N,0.8850574493408203,CHEMBL4523582,0.3461538553237915,viral,Replicase polyprotein 1ab,0.38,above,above(>=0.5)
polythiazide,broad_hub,CYLWJCABXYDINA-JTQLQIEISA-N,0.447761207818985,CHEMBL2026,0.447761207818985,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pomalidomide,broad_hub,UVSMNLNDYGZFPF-QMMMGPOBSA-N,0.7368420958518982,CHEMBL2026,0.7368420958518982,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
potassium-canrenoate,broad_hub,PBKZPPIHUVSDNM-WNHSNXHDSA-N,0.8148148059844971,CHEMBL2026,0.8148148059844971,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
potassium-p-aminobenzoate,broad_hub,ALYNCZNDIQEVRV-UHFFFAOYSA-N,1.0,CHEMBL2026,0.5652173757553101,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
pralatrexate,broad_hub,OGSBUKJUDHAQEA-ZBFHGGJFSA-N,1.0,CHEMBL1939,1.0,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.8,above,above(>=0.5)
pramiracetam,broad_hub,ZULJGOSFKWFVRX-UHFFFAOYSA-N,0.4523809552192688,CHEMBL2026,0.4523809552192688,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
pranoprofen,broad_hub,TVQZAMVBTVNYLA-SECBINFHSA-N,1.0,CHEMBL2026,0.3272727131843567,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
prasterone-acetate,broad_hub,NCMZQTLCXHGLOK-ZKHIMWLXSA-N,1.0,CHEMBL2026,0.4745762646198272,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
pravadoline,broad_hub,MEUQWHZOUDZXHH-UHFFFAOYSA-N,0.4666666686534881,CHEMBL2026,0.3623188436031341,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
praziquantel,broad_hub,FSVJFNAIGNNGKK-QGZVFWFLSA-N,1.0,CHEMBL2026,0.3018867969512939,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
prazosin,broad_hub,IENZQIKPVFGBNW-UHFFFAOYSA-N,0.5873016119003296,CHEMBL2026,0.358208954334259,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
prednicarbate,broad_hub,FNPXMHRZILFCKX-HGVFMWMISA-N,1.0,CHEMBL2026,0.54666668176651,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prednisolone,broad_hub,OIGNJSKKLXVSLS-VWUMJDOOSA-N,0.7049180269241333,CHEMBL2026,0.609375,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prednisolone-acetate,broad_hub,LRJOMUJRLNCICJ-JZYPGELDSA-N,0.7272727489471436,CHEMBL2026,0.5675675868988037,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prednisolone-hemisuccinate,broad_hub,APGDTXUMTIZLCJ-CGVGKPPMSA-N,0.7464788556098938,CHEMBL2026,0.7285714149475098,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
prednisolone-sodium-phosphate,broad_hub,JDOZJEUDSLGTLU-VWUMJDOOSA-N,0.5675675868988037,CHEMBL2026,0.5492957830429077,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prednisolone-tebutate,broad_hub,HUMXXHTVHHLNRO-HGVFMWMISA-N,0.6233766078948975,CHEMBL2026,0.5714285969734192,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prednisone,broad_hub,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,1.0,CHEMBL2026,0.421875,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pregnenolone,broad_hub,ORNBQBCIOKFOEO-QGVNFLHTSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
pregnenolone-succinate,broad_hub,OZZAYJQNMKMUSD-VQLNUFJUSA-N,0.6379310488700867,CHEMBL2026,0.6379310488700867,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
prilocaine,broad_hub,MVFGUOIZUNYYSO-NSHDSACASA-N,1.0,CHEMBL2026,0.3191489279270172,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
procainamide,broad_hub,REQCZEXYDRLIBE-UHFFFAOYSA-N,1.0,CHEMBL2026,0.5135135054588318,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
procodazole,broad_hub,XYWJNTOURDMTPI-UHFFFAOYSA-N,0.4897959232330322,CHEMBL1075207,0.4166666567325592,bacterial,Transcriptional activator protein LasR,0.38,below,edge(0.45-0.5)
progesterone,broad_hub,RJKFOVLPORLFTN-LEKSSAKUSA-N,1.0,CHEMBL2026,0.692307710647583,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
proglumetacin,broad_hub,PTXGHCGBYMQQIG-RRHRGVEJSA-N,0.5054945349693298,CHEMBL2026,0.3932584226131439,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
proglumide,broad_hub,DGMKFQYCZXERLX-OAHLLOKOSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
prolylleucylglycinamide,broad_hub,NOOJLZTTWSNHOX-NXEZZACHSA-N,1.0,CHEMBL2026,0.4558823406696319,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
propacetamol,broad_hub,QTGAJCQTLIRCFL-UHFFFAOYSA-N,0.5526315569877625,CHEMBL2026,0.3777777850627899,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
propafenone,broad_hub,JWHAUXFOSRPERK-GOSISDBHSA-N,1.0,CHEMBL2026,0.4150943458080292,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
propantheline,broad_hub,VVWYOYDLCMFIEM-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4901960790157318,bacterial,Beta-lactamase,0.62,above,above(>=0.5)
propentofylline,broad_hub,RBQOQRRFDPXAGN-UHFFFAOYSA-N,1.0,CHEMBL2026,0.4444444477558136,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
propidium-iodide,broad_hub,ZDWVWKDAWBGPDN-UHFFFAOYSA-O,1.0,CHEMBL247,0.6595744490623474,viral,Human immunodeficiency virus type 1 reverse transcriptase,0.75,above,above(>=0.5)
propyl-benzoate,broad_hub,UDEWPOVQBGFNGE-UHFFFAOYSA-N,0.6896551847457886,CHEMBL2026,0.6896551847457886,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
propylene-glycol,broad_hub,DNIAPMSPPWPWGF-GSVOUGTGSA-N,0.4615384638309479,CHEMBL2026,0.4615384638309479,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
propylparaben,broad_hub,QELSKZZBTMNZEB-UHFFFAOYSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
proscillaridin-A,broad_hub,MYEJFUXQJGHEQK-ALRJYLEOSA-N,1.0,CHEMBL2026,1.0,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
protirelin,broad_hub,XNSAINXGIQZQOO-SRVKXCTJSA-N,1.0,CHEMBL2026,0.3411764800548553,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
proxymetacaine,broad_hub,KCLANYCVBBTKTO-UHFFFAOYSA-N,0.7234042286872864,CHEMBL2026,0.4130434691905975,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pterostilbene,broad_hub,VLEUZFDZJKSGMX-ONEGZZNKSA-N,0.8888888955116272,CHEMBL2026,0.5151515007019043,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
puromycin,broad_hub,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,1.0,CHEMBL2026,0.4078947305679321,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pyrazinamide,broad_hub,IPEHBUMCGVEMRF-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3125,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
pyridoxal-isonicotinoyl-hydrazone,broad_hub,BQYIXOPJPLGCRZ-REZTVBANSA-N,0.3620689511299133,CHEMBL2026,0.3333333432674408,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
pyrimethamine,broad_hub,WKSAUQYGYAYLPV-UHFFFAOYSA-N,0.7058823704719543,CHEMBL1939,0.7058823704719543,parasitic,Bifunctional dihydrofolate reductase-thymidylate synthase,0.8,above,above(>=0.5)
pyrrolidine-dithiocarbamate,broad_hub,VSWDORGPIHIGNW-UHFFFAOYSA-N,0.4761904776096344,CHEMBL4523582,0.4761904776096344,viral,Replicase polyprotein 1ab,0.62,below,edge(0.45-0.5)
quercetin,broad_hub,REFJWTPEDVJJIY-UHFFFAOYSA-N,0.75,CHEMBL4523582,0.75,viral,Replicase polyprotein 1ab,0.8,above,above(>=0.5)
quinapril,broad_hub,JSDRRTOADPPCHY-HSQYWUDLSA-N,1.0,CHEMBL2026,0.4492753744125366,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
quinaprilat,broad_hub,FLSLEGPOVLMJMN-YSSFQJQWSA-N,1.0,CHEMBL2026,0.3561643958091736,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
quinethazone,broad_hub,AGMMTXLNIQSRCG-SECBINFHSA-N,0.4561403393745422,CHEMBL2026,0.4000000059604645,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
quinidine,broad_hub,LOUPRKONTZGTKE-LHHVKLHASA-N,1.0,CHEMBL2026,0.7118644118309021,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
quinine,broad_hub,LOUPRKONTZGTKE-WZBLMQSHSA-N,1.0,CHEMBL2026,0.7118644118309021,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
quinine-ethyl-carbonate,broad_hub,NSBRKSWSLRQPJW-FRMGNDQPSA-N,1.0,CHEMBL2026,0.5135135054588318,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
quinolinic-acid,broad_hub,GJAWHXHKYYXBSV-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3448275923728943,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
quizartinib,broad_hub,CVWXJKQAOSCOAB-UHFFFAOYSA-N,0.3229166567325592,CHEMBL2026,0.3199999928474426,bacterial,Beta-lactamase,0.38,below,deep(<0.35)
raclopride,broad_hub,WAOQONBSWFLFPE-VIFPVBQESA-N,1.0,CHEMBL2026,0.5079365372657776,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
radiprodil,broad_hub,GKGRZLGAQZPEHO-UHFFFAOYSA-N,0.304347813129425,CHEMBL1849,0.304347813129425,bacterial,Enoyl-[acyl-carrier-protein] reductase [NADH],0.38,below,deep(<0.35)
raltitrexed,broad_hub,IVTVGDXNLFLDRM-HNNXBMFYSA-N,0.3483146131038666,CHEMBL1926,0.3483146131038666,fungal,Dihydrofolate reductase,0.38,below,deep(<0.35)
ramelteon,broad_hub,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,1.0,CHEMBL2026,0.3055555522441864,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
ramipril,broad_hub,HDACQVRGBOVJII-JBDAPHQKSA-N,1.0,CHEMBL2026,0.7586206793785095,bacterial,Beta-lactamase,0.8,above,above(>=0.5)
ranolazine,broad_hub,XKLMZUWKNUAPSZ-FQEVSTJZSA-N,1.0,CHEMBL2026,0.4029850661754608,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
rapastinel,broad_hub,GIBQQARAXHVEGD-BSOLPCOYSA-N,0.5454545617103577,CHEMBL2026,0.3648648560047149,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
rebamipide,broad_hub,ALLWOAVDORUJLA-MRXNPFEDSA-N,0.7115384340286255,CHEMBL2026,0.4545454680919647,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
regadenoson,broad_hub,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,1.0,CHEMBL2026,0.5076923370361328,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
remetinostat,broad_hub,XDZAHHULFQIBFE-UHFFFAOYSA-N,0.4736842215061188,CHEMBL2026,0.3555555641651153,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
remoxipride,broad_hub,GUJRSXAPGDDABA-NSHDSACASA-N,0.6065573692321777,CHEMBL2026,0.4615384638309479,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
reparixin,broad_hub,KQDRVXQXKZXMHP-LLVKDONJSA-N,0.6666666865348816,CHEMBL2026,0.304347813129425,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
resibufogenin,broad_hub,ATLJNLYIJOCWJE-CWMZOUAVSA-N,0.5147058963775635,CHEMBL2026,0.4126984179019928,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
resorcinol,broad_hub,GHMLBKRAJCXXBS-UHFFFAOYSA-N,1.0,CHEMBL2026,0.3636363744735718,bacterial,Beta-lactamase,0.38,above,above(>=0.5)
resorcinol-monoacetate,broad_hub,ZZPKZRHERLGEKA-UHFFFAOYSA-N,0.4545454680919647,CHEMBL2026,0.3617021143436432,bacterial,Beta-lactamase,0.38,below,edge(0.45-0.5)
retapamulin,broad_hub,STZYTFJPGGDRJD-NHUWBDDWSA-N,0.6973684430122375,CHEMBL2026,0.649350643157959,bacterial,Beta-lactamase,0.75,above,above(>=0.5)
reversan,broad_hub,JTRXWCLQFAZHGP-UHFFFAOYSA-N,0.4235294163227081,CHEMBL2026,0.4235294163227081,bacterial,Beta-lactamase,0.38,below,mid(0.35-0.45)
reynoutrin,broad_hub,PZZRDJXEMZMZFD-BWYUNELBSA-N,0.7118644118309021,CHEMBL4523582,0.5714285969734192,viral,Replicase polyprotein 1ab,0.75,above,above(>=0.5)
